study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB12449	SAMEA3879514	ERS1066648	ERX1365127	ERR1293555	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293555/ERR1293555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293555/ERR1293555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293555/ERR1293555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293555/ERR1293555_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS67096717ST-27-0-0_13s007865-3-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS67096717ST-27-0-0_13s007865-3-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS67096717ST-27-0-0_13s007865-3-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS67096717ST-27-0-0_13s007865-3-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293555	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293555		
PRJEB12449	SAMEA3879514	ERS1066648	ERX1365128	ERR1293556	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293556/ERR1293556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293556/ERR1293556_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293556/ERR1293556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293556/ERR1293556_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS67096717ST-27-0-0_13s007865-1-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS67096717ST-27-0-0_13s007865-1-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS67096717ST-27-0-0_13s007865-1-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS67096717ST-27-0-0_13s007865-1-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293556	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293556		
PRJEB12449	SAMEA3879515	ERS1066649	ERX1365129	ERR1293557	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293557/ERR1293557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293557/ERR1293557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293557/ERR1293557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293557/ERR1293557_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-1-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-1-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293557	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293557		
PRJEB12449	SAMEA3879515	ERS1066649	ERX1365130	ERR1293558	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293558/ERR1293558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293558/ERR1293558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293558/ERR1293558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293558/ERR1293558_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293558	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293558		
PRJEB12449	SAMEA3879515	ERS1066649	ERX1365131	ERR1293559	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293559/ERR1293559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293559/ERR1293559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293559/ERR1293559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293559/ERR1293559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-4-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-4-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-4-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-4-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293559	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293559		
PRJEB12449	SAMEA3879515	ERS1066649	ERX1365132	ERR1293560	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293560/ERR1293560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293560/ERR1293560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293560/ERR1293560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293560/ERR1293560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-3-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-3-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-3-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS51728985ST-27-0-0_14s001722-3-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293560	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293560		
PRJEB12449	SAMEA3879516	ERS1066650	ERX1365133	ERR1293561	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293561/ERR1293561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293561/ERR1293561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293561/ERR1293561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293561/ERR1293561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-1-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-1-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-1-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-1-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293561	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293561		
PRJEB12449	SAMEA3879516	ERS1066650	ERX1365134	ERR1293562	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293562/ERR1293562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293562/ERR1293562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293562/ERR1293562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293562/ERR1293562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-3-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-3-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-3-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-3-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293562	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293562		
PRJEB12449	SAMEA3879516	ERS1066650	ERX1365135	ERR1293563	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293563/ERR1293563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293563/ERR1293563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293563/ERR1293563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293563/ERR1293563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-2-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-2-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-2-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-2-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293563	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293563		
PRJEB12449	SAMEA3879516	ERS1066650	ERX1365136	ERR1293564	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293564/ERR1293564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293564/ERR1293564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293564/ERR1293564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/004/ERR1293564/ERR1293564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-4-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-4-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-4-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS97052561ST-27-0-0_14s001449-4-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293564	ftp.sra.ebi.ac.uk/vol1/err/ERR129/004/ERR1293564		
PRJEB12449	SAMEA3879517	ERS1066651	ERX1365137	ERR1293565	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293565/ERR1293565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293565/ERR1293565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293565/ERR1293565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/005/ERR1293565/ERR1293565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-4-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-4-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-4-1_lane5.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-4-1_lane5.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293565	ftp.sra.ebi.ac.uk/vol1/err/ERR129/005/ERR1293565		
PRJEB12449	SAMEA3879517	ERS1066651	ERX1365138	ERR1293566	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293566/ERR1293566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293566/ERR1293566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293566/ERR1293566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/006/ERR1293566/ERR1293566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293566	ftp.sra.ebi.ac.uk/vol1/err/ERR129/006/ERR1293566		
PRJEB12449	SAMEA3879517	ERS1066651	ERX1365139	ERR1293567	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293567/ERR1293567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293567/ERR1293567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293567/ERR1293567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/007/ERR1293567/ERR1293567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-2-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-2-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293567	ftp.sra.ebi.ac.uk/vol1/err/ERR129/007/ERR1293567		
PRJEB12449	SAMEA3879517	ERS1066651	ERX1365140	ERR1293568	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293568/ERR1293568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293568/ERR1293568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293568/ERR1293568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/008/ERR1293568/ERR1293568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-3-1_lane3.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS18295921ST-27-0-0_14s001791-3-1_lane3.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293568	ftp.sra.ebi.ac.uk/vol1/err/ERR129/008/ERR1293568		
PRJEB12449	SAMEA3879518	ERS1066652	ERX1365141	ERR1293569	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293569/ERR1293569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293569/ERR1293569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293569/ERR1293569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/009/ERR1293569/ERR1293569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-2-1_lane6.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-2-1_lane6.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293569	ftp.sra.ebi.ac.uk/vol1/err/ERR129/009/ERR1293569		
PRJEB12449	SAMEA3879518	ERS1066652	ERX1365142	ERR1293570	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293570/ERR1293570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293570/ERR1293570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293570/ERR1293570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/000/ERR1293570/ERR1293570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-1-1_lane1.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-1-1_lane1.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293570	ftp.sra.ebi.ac.uk/vol1/err/ERR129/000/ERR1293570		
PRJEB12449	SAMEA3879518	ERS1066652	ERX1365143	ERR1293571	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293571/ERR1293571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293571/ERR1293571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293571/ERR1293571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/001/ERR1293571/ERR1293571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-4-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-4-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-4-1_lane8.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-4-1_lane8.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293571	ftp.sra.ebi.ac.uk/vol1/err/ERR129/001/ERR1293571		
PRJEB12449	SAMEA3879518	ERS1066652	ERX1365144	ERR1293572	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293572/ERR1293572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293572/ERR1293572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293572/ERR1293572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/002/ERR1293572/ERR1293572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-3-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-3-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-3-1_lane7.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS72802364ST-27-0-0_14s001811-3-1_lane7.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293572	ftp.sra.ebi.ac.uk/vol1/err/ERR129/002/ERR1293572		
PRJEB12449	SAMEA3879519	ERS1066653	ERX1365145	ERR1293573	408170	human gut metagenome	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293573/ERR1293573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293573/ERR1293573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293573/ERR1293573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR129/003/ERR1293573/ERR1293573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS59699117ST-27-0-0_14s001710-3-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS59699117ST-27-0-0_14s001710-3-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS59699117ST-27-0-0_14s001710-3-1_lane2.screened.adapter.screened.hg19.pair.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/ERA565/ERA565937/fastq/MMRS59699117ST-27-0-0_14s001710-3-1_lane2.screened.adapter.screened.hg19.pair.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293573	ftp.sra.ebi.ac.uk/vol1/err/ERR129/003/ERR1293573		
